Question,Count,Answered,Rating
how will i know if i got accepted,1,false,
what about their cross country teams,1,true,
do they have a mens cross country team,1,true,
is there a mens cross country team at st johns university,1,true,
womens cross country,1,true,
does st johns have a cross country team,1,true,
thank you for your help,1,true,
what is tuition for the rome campus,1,true,
do you have a premed track,1,true,
looking into transferring in,1,true,
register overnight guest,1,true,
can you apply as a freshman,1,true,
can you apply your second semester of freshman year,1,true,
courses list,1,true,good
master programmes,1,true,
what does this college offer,1,true,
how can i download respondus lockdown browser,1,true,
what is the core curriculum,1,true,
winter courses,1,true,
what are the dining hall hours for lunch,1,true,
i havent gotten the email but gave the deposit,1,true,
i want to swap rooms,1,true,
privacy date notice,1,true,
i schedule a meeting with my advisorhow do,1,true,
where do i go to schedule an advisment meeting,1,true,
does stjohns university accept the css profile,1,true,
nah i am good,1,true,
noo,2,true,
i dont need your help bro,1,true,bad
do u have online mba,1,true,
mba program legth,1,true,
i want to deadline of your university admission for international student,1,true,
i cant see it,1,true,
january intake deadline,1,true,
okayi want to admit in your uni in jan intake as a international studentso please tell me the the deadline,1,true,
where do i submit my letters of recommendation on common app,1,true,bad
cost of attendance 2024 school year,1,true,
what are the mission of st johns university,1,true,
what is the mission of the university,1,true,
check status of undergrad application,1,true,
transcipts,1,true,
graduate transcripts,1,true,
when is the deadline for spring 2025 dorming,1,true,
study abroad programs,1,true,
study abroad rome campus,1,true,
center for counseling and consultation,1,true,
does spring class registration occurwhen,1,true,
what undergraduate requirements do i need to attend this program,1,true,
what requirements do i need to attend this program,1,true,
do i need a student visa,1,true,
where can i find the menu for the dining hall,1,true,
when does library open today,1,true,
how much is the tuton fees,1,true,
any waiver code i can use,1,true,
n i request space,1,true,
i am intersted in going back to school for education,1,true,good
how many freshman students live on campus,1,true,
do all freshman live on campus,1,true,bad
pass or fail,1,true,
how much is accommodation,1,false,
accommodation,1,false,
do you rquire filling out the css profile,1,true,good
what are the requirements for the radiological science program,1,true,
i am a studenti want to get admission in stjohn university,1,true,
i dont know whether i am eligible to get admission here or not,1,true,
why is dorming so expensive,1,true,
want to know about your dance team,1,false,
contact office of registration,1,true,
it phone number,2,true,
i would like to view my student housing lease,1,false,
i have a question about the undergraduate application,1,true,
what is the phone number and location for disability services,1,true,
list of spring 2025 graduate courses,1,true,bad
what is the student services number,1,true,
what is the number for the it servics number,1,true,
what is the email for the it servics,1,true,
how much do i have to pay,1,false,
how much do i have to pay for a masters degree,1,true,
how much is tuition after financial aid and scholarships on average,1,true,
i am locked out of signin,1,true,
how is tution,1,true,
queens campus residence options,2,true,
cafeteria,1,true,bad
i cant log into my account and cant reset my password,1,true,
how many flex dollars do you get a semester,1,true,
what number do i call for student finanical services,1,true,
how long does the winter intersession last,1,true,
please show me the calendar,1,true,
how much is the total tution for a masters degree in mental health counseling,1,true,bad
does taking a minor increase my tuition,1,false,
graduated and never received diploma,1,true,
why does it say unable to sign in to the st johns portal after putting in my password,1,false,
when will i receive diploma,1,true,
registrars office number,1,true,
how to find academic journals,1,true,good
how much is st johns undergrad application fee,1,true,
i am looking for a job a spanish teacher,1,false,
what page lets me see my credits,1,false,
housing prices,1,true,good
when is december break,1,true,
university data privacy notice is what,1,true,
let me know the tuition fees for finance master of science,1,true,
hi where can i change my room,1,true,
what are the programs of study,1,true,
does the school provide a course for electrical engineering,1,true,
is it a phd program,1,true,
i am in ghana right now,1,false,
can i study online here,1,true,
so how,1,true,
whats the website,1,true,
do you do mechanical engineering,1,false,
what courses do you offer,1,true,
do you give financial aid to international studentss,1,true,
access library database,1,true,
can know my id,1,false,
how can i hire your interns,1,true,
how to post an internship,1,true,
how do i request information,1,true,good
do you have game design in your college,1,true,
what classes are in there,1,true,
i am an alumni seeking to order a transcript but cannot login to my account,1,true,
i do not want an electronic copy,1,true,
not electronic,1,false,
when is a good time to apply for your college,1,true,
what campus building do i go to to change my major,1,false,
where do i go to change my major,1,true,
what is the procedure to change my major,1,true,
if i take a summer class is it free,1,true,
first year student scholarship opportunities,1,true,
equity and inclusion,1,true,
job opportunities in paris,1,true,
i want to work for the university,1,true,
what is the disability services,1,true,
what is counseling psychological services,1,true,
whens the application deadline for fall 2025,1,true,
deadline for college application,1,true,
how to sign up for pass fail for classes,1,true,
do yuo pick classes for spring semester 2025when,1,true,
